"year","title"
2020,"Molecular detection of SARS-CoV-2 in formalin-fixed, paraffin-embedded specimens."
2020,"Knowing how effective an intervention, treatment, or manipulation is and increasing replication rates: accuracy in parameter estimation as a partial solution to the replication crisis."
2020,"Scientific workflow managers in metabolomics: an overview."
2020,"Efficacy of chloroquine and hydroxychloroquine in the treatment of COVID-19."
2020,"Prospects of Indole derivatives as methyl transfer inhibitors: antimicrobial resistance managers."
2020,"Vaccine Design Informed by Virus-Induced Immunity."
2020,"Structural basis for inhibition of the RNA-dependent RNA polymerase from SARS-CoV-2 by remdesivir."
2020,"Shedding Light on the Effect of Natural Anti-Herpesvirus Alkaloids on SARS-CoV-2: A Treatment Option for COVID-19."
2020,"Methodological challenges in studying the COVID-19 pandemic crisis."
2020,"Beyond the forest plot: The drapery plot."
2020,"Going to the COVID-19 Gemba: Using observation and high reliability strategies to achieve safety in a time of crisis."
2020,"Analysis of Bayesian posterior significance and effect size indices for the two-sample t-test to support reproducible medical research."
2020,"Probabilistic forecasting of replication studies."
2020,"Potential of live pathogen vaccines for defeating the COVID-19 pandemic: History and mechanism."
2020,"Reproducible research into human chemical communication by cues and pheromones: learning from psychology's renaissance."
2020,"Human olfactory communication: current challenges and future prospects."
2020,"Coronavirus Anxiety Scale: A brief mental health screener for COVID-19 related anxiety."
2020,"Catastrophic Endgames: Emerging Mechanisms of Telomere-Driven Genomic Instability."
2020,"Role of DNA Damage Response in Suppressing Malignant Progression of Chronic Myeloid Leukemia and Polycythemia Vera: Impact of Different Oncogenes."
2020,"Repeatability analysis improves the reliability of behavioral data."
2020,"Validation of the Suicidal Behavior Exposure Scale in First Responders."
2020,"No relationship between researcher impact and replication effect: an analysis of five studies with 100 replications."
2020,"Improving the transparency of meta-analyses with interactive web applications."
2020,"On Attenuated Interactions, Measurement Error, and Statistical Power: Guidelines for Social and Personality Psychologists."
2020,"AAN position statement: Ethical issues in clinical research in neurology."
2020,"Standardization of the minimum information for publication of infrared-related data when microplastics are characterized."
2020,"Analysis of Anti-RNA Polymerase III Antibody-positive Systemic Sclerosis and Altered GPATCH2L and CTNND2 Expression in Scleroderma Renal Crisis."
2020,"C19orf66 interrupts Zika virus replication by inducing lysosomal degradation of viral NS3."
2020,"Aggressive video games research emerges from its replication crisis (Sort of)."
2020,"Science is not a signal detection problem."
2020,"Non-Viral in Vitro Gene Delivery: It is Now Time to Set the Bar!"
2020,"Sex-determining region Y box 4 (SOX4) suppresses Hepatitis B virus replication by inhibiting hepatocyte nuclear factor 4a expression."
2020,"No raw data, no science: another possible source of the reproducibility crisis."
2020,"Natural history collections and the future legacy of ecological research."
2020,"Improving the trustworthiness, usefulness, and ethics of biomedical research through an innovative and comprehensive institutional initiative."
2020,"Searching for a face in the crowd: Pitfalls and unexplored possibilities."
2020,"Hydroxycarboxylic Acid Receptor 2 Is a Zika Virus Restriction Factor That Can Be Induced by Zika Virus Infection Through the IRE1-XBP1 Pathway."
2020,"Replication crisis = trust crisis? The effect of successful vs failed replications on laypeople's trust in researchers and research."
2020,"Confronting the Crisis of Comorbid Alcohol Use Disorder and Alcohol-Related Liver Disease With a Novel Multidisciplinary Clinic."
2020,"Psychologists' psychologies of psychologists in a time of crisis."
2020,"Closing the circle: current state and perspectives of circular RNA databases."
2020,"Science's moral economy of repair: Replication and the circulation of reference."
2020,"The ""industrial"" revolution in biomedical research: Data explosion and reproducibility crisis drive changes in lab workflows."
2020,"Understanding the value and limits of nature-based solutions to climate change and other global challenges."
2020,"Validity of International Classification of Diseases codes in identifying illicit drug use target conditions using medical record data as a reference standard: A systematic review."
2020,"An Information Theoretic Approach to Model Selection: A Tutorial with Monte Carlo Confirmation."
2020,"Replication Research, Publication Bias, and Applied Behavior Analysis."
2020,"An Overview of Scientific Reproducibility: Consideration of Relevant Issues for Behavior Science/Analysis."
2020,"Genome-Wide Association Study in Two Cohorts from a Multi-generational Mouse Advanced Intercross Line Highlights the Difficulty of Replication Due to Study-Specific Heterogeneity."
2020,"Current Challenges in Translational and Clinical fMRI and Future Directions."
2020,"Low replicability can support robust and efficient science."
2020,"Pharmacogenomic associations of adverse drug reactions in asthma: systematic review and research prioritisation."
2020,"Accumulating evidence in ecology: Once is not enough."
2020,"Editorial: Family History of Depression and Child Striatal Volumes in the ABCD Study: Promise and Perils of Neuroimaging Research With Large Samples."
2020,"Indices of Effect Existence and Significance in the Bayesian Framework."
2020,"Determination of Morphine, Fentanyl and Their Metabolites in Small Sample Volumes Using Liquid Chromatography Tandem Mass Spectrometry."
2020,"A stable relationship between personality and academic performance from childhood through adolescence. An original study and replication in hundred-thousand-person samples."
2020,"Do oncology researchers adhere to reproducible and transparent principles? A cross-sectional survey of published oncology literature."
2020,"Research Culture and Reproducibility."
2020,"Post-publication peer review: another sort of quality control of the scientific record in biomedicine."
2019,"This AI researcher is trying to ward off a reproducibility crisis."
2019,"Tutorial: Nuisance or Substance? Leveraging Heterogeneity of Preferences."
2019,"Prospective Validity of the Suicide Cognitions Scale Among Acutely Suicidal Military Personnel Seeking Unscheduled Psychiatric Intervention."
2019,"Assessment of Phenotype Microarray plates for rapid and high-throughput analysis of collateral sensitivity networks."
2019,"Misinterpreting p: The discrepancy between p values and the probability the null hypothesis is true, the influence of multiple testing, and implications for the replication crisis."
2019,"Antibody validation for Western blot: By the user, for the user."
2019,"Cell Line Classification Using Electric Cell-Substrate Impedance Sensing (ECIS)."
2019,"A Neglected Aspect of the Reproducibility Crisis: Factor Analytic Monte Carlo Studies."
2019,"Combinatorial screening of a panel of FDA-approved drugs identifies several candidates with anti-Ebola activities."
2019,"Ethics of Opioid Prescriber Regulations: Physicians, Patients, and Pain."
2019,"Strategies used by families to cope with chronic mental illnesses: Psychometric properties of the family crisis oriented personal evaluation scale."
2019,"Publication rates in animal research. Extent and characteristics of published and non-published animal studies followed up at two German university medical centres."
2019,"Replicator degrees of freedom allow publication of misleading failures to replicate."
2019,"Statistical Analysis Must Improve to Address the Reproducibility Crisis: The ACcess to Transparent Statistics (ACTS) Call to Action."
2019,"Towards the enhancement of quality publication practices in clinical psychological science."
2019,"The psychology of experimental psychologists: Overcoming cognitive constraints to improve research: The 47th Sir Frederic Bartlett Lecture."
2019,"Heterogeneity in banker culture and its influence on dishonesty."
2019,"Intravenous cyclophosphamide monthly pulses in refractory myasthenia gravis."
2019,"Dissociable neural substrates of opioid and cocaine use identified via connectome-based modelling."
2019,"Laboratory Measurement's Contribution to the Replication and Application Crisis in Clinical Research."
2019,"Synthetic hydrophobic peptides derived from MgtR weaken Salmonella pathogenicity and work with a different mode of action than endogenously produced peptides."
2019,"3Rs as part of preclinical neuropsychiatric translational crisis, and ARRIVE guidelines as part of solution."
2019,"Age of acquisition impacts the brain differently depending on neuroanatomical metric."
2019,"Rate and success of study replication in ecology and evolution."
2019,"A Social Psychological Model of Scientific Practices: Explaining Research Practices and Outlining the Potential for Successful Reforms."
2019,"Designing traceable opioid material§ kits to improve laboratory testing during the U.S. opioid overdose crisis."
2019,"Replication of fMRI group activations in the neuroimaging battery for the Mainz Resilience Project (MARP)."
2019,"Addressing the theory crisis in psychology."
2019,"Should We Say Goodbye to Latent Constructs to Overcome Replication Crisis or Should We Take Into Account Epistemological Considerations?"
2019,"Controlling decision errors with minimal costs: The sequential probability ratio t test."
2019,"Continuous artificial synthesis of glucose precursor using enzyme-immobilized microfluidic reactors."
2019,"Enzybiotics: Enzyme-Based Antibacterials as Therapeutics."
2019,"Trends and predictors of biomedical research quality, 1990-2015: a meta-research study."
2019,"Palmatine inhibits Zika virus infection by disrupting virus binding, entry, and stability."
2019,"The Development and Psychometric Evaluation of the Reasons for Disclosing Sexual and Intimate Partner Violence Scale."
2019,"In the Grand Scheme of Things: Identifying Reproducible Microbial Signatures in Dietary Intervention Studies."
2019,"RNA-DNA Hybrids Support Recombination-Based Telomere Maintenance in Fission Yeast."
2019,"Reproducibility: the search for microbiome standards."
2019,"Characterizing scientific failure: Putting the replication crisis in context."
2019,"Immunoassays are not immune to errors: Examples from two studies of steroid output from freshwater trout farms."
2019,"Introduction to the special section on increasing replicability, transparency, and openness in clinical psychology."
2019,"Genome-wide scan identifies opioid overdose risk locus close to MCOLN1."
2019,"An overview of issues in infant and developmental research for the creation of robust and replicable science."
2019,"Is Suicide Beautiful?"
2019,"Erratum: Author Correction: The reproducibility crisis in the age of digital medicine."
2019,"Postselection Inference in Structural Equation Modeling."
2019,"The reproducibility crisis in the age of digital medicine."
2019,"Measurement accuracy and uncertainty in plant biomechanics."
2019,"A Dose of Reality: How 20 Years of Incomplete Physics and Dosimetry Reporting in Radiobiology Studies May Have Contributed to the Reproducibility Crisis."
2019,"P-curving the fusiform face area: Meta-analyses support the expertise hypothesis."
2019,"P value functions: An underused method to present research results and to promote quantitative reasoning."
2019,"Personality Associations With Smartphone and Internet Use Disorder: A Comparison Study Including Links to Impulsivity and Social Anxiety."
2019,"Radiomics in nuclear medicine: robustness, reproducibility, standardization, and how to avoid data analysis traps and replication crisis."
2019,"Impact of Mobile Crisis Services on Emergency Department Use Among Youths With Behavioral Health Service Needs."
2019,"Establishment of a Cell Culture Model of Persistent Flaviviral Infection: Usutu Virus Shows Sustained Replication during Passages and Resistance to Extinction by Antiviral Nucleosides."
2019,"Using automation to combat the replication crisis: A case study from controlled-rearing studies of newborn chicks."
2019,"Replication of an emergency department-based recovery coaching intervention and pilot testing of pragmatic trial protocols within the context of Indiana's Opioid State Targeted Response plan."
2019,"Exploring Research-Methods Blogs in Psychology: Who Posts What About Whom, and With What Effect?"
2019,"Respectable Challenges to Respectable Theory: Cognitive Dissonance Theory Requires Conceptualization Clarification and Operational Tools."
2019,"Is Prolonged Slow Expiration a Reproducible Airway Clearance Technique?"
2019,"Heterogenising study samples across testing time improves reproducibility of behavioural data."
2019,"Privacy versus open science."
2019,"We need to change our attitude, and journals can help: Reflections in response to Spiller & Olff (2018)."
2019,"Quantifying the Reliability and Replicability of Psychopathology Network Characteristics."
2019,"Transient multifocal genomic crisis creating chromothriptic and non-chromothriptic rearrangements in prezygotic testicular germ cells."
2019,"Targeted and Persistent 8-Oxoguanine Base Damage at Telomeres Promotes Telomere Loss and Crisis."
2019,"What the replication crisis means for intervention science."
2019,"Applicability of papain solutions in immunohematology."
2019,"Daily adjustment of glucocorticoids by patients with adrenal insufficiency."
2019,"False-positive pathology: improving reproducibility with the next generation of pathologists."
2019,"Patient safety culture in Hungarian hospitals."
2019,"Issues and current standards of controls in microbiome research."
2019,"Screening Pipeline for Flavivirus Based Inhibitors for Zika Virus NS1."
2019,"A problem in theory."
2019,"Validation of the Recovery Style Questionnaire in Outpatients With Affective Disorders."
2019,"Outsiders' Thoughts on Generating Self-Regulatory-Depletion (Fatigue) Effects in Limited-Resource Experiments."
2019,"A Plea for Preregistration in Personality Disorders Research: The Case of Psychopathy."
2019,"Both the classical and alternative non-homologous end joining pathways contribute to the fusion of drastically shortened telomeres induced by TRF2 overexpression."
2019,"Chromothripsis during telomere crisis is independent of NHEJ, and consistent with a replicative origin."
2019,"Independent discussion sections for improving inferential reproducibility in published research."
2019,"Use of publication procedures to improve research integrity by addiction journals."
2019,"Can hypnotic suggestibility be measured online?"
2019,"Developing a Measure of Generative Historical Consciousness From Political Leaders' Speeches."
2019,"The Changing Landscape of Journalology in Medicine."
2019,"Zika virus infection induces RNAi-mediated antiviral immunity in human neural progenitors and brain organoids."
2019,"If this is true, what does it imply? How end-user antibody validation facilitates insights into biology and disease."
2019,"Validation of antibody-based assays for regulatory peptides: Do it once, get it right, and exploit the under-appreciated benefit of long-term antibody stability."
2019,"Understanding of researcher behavior is required to improve data reliability."
2019,"Replicability and replication in the humanities."
2019,"Replicability and randomization test logic in behavior analysis."
2019,"Improving transparency and scientific rigor in academic publishing."
2019,"Whither Cochrane?"
2019,"Psychology's Replication Crisis and Clinical Psychological Science."
2019,"Understanding and Mitigating the Replication Crisis, for Environmental Epidemiologists."
2019,"Registered reports: an early example and analysis."
2019,"Barriers and solutions for early career researchers in tackling the reproducibility crisis in cognitive neuroscience."
2019,"""Super-rapid"" Technique in Donation After Circulatory Death Liver Donors: Advantages and Disadvantages."
2019,"Emerging roles of telomeric chromatin alterations in cancer."
2019,"Anti-zika virus activity of polyoxometalates."
2019,"Diagnosis of bacterial meningitis in Ghana: Polymerase chain reaction versus latex agglutination methods."
2019,"Development and Validity of the Personal Suicide Stigma Questionnaire (PSSQ)."
2019,"Toward Good In Vitro Reporting Standards."
2019,"Bring It to an End: Does Telomeres Size Matter?"
2019,"Measuring authoritarianism in a Greek health care setting."
2019,"What Crisis? Management Researchers' Experiences with and Views of Scholarly Misconduct."
2019,"Tumor Pre-Analytics in Molecular Pathology: Impact on Protein Expression and Analysis."
2018,"Scientific Integrity and the Reproducibility Crisis."
2018,"Zika virus induces strong inflammatory responses and impairs homeostasis and function of the human retinal pigment epithelium."
2018,"Testing the effect of cooperative/competitive priming on the Prisoner's Dilemma. A replication study."
2018,"Recent developments in scholarly publishing to improve research practices in the life sciences."
2018,"No experimental evidence for emotion-specific gaze cueing in a threat context."
2018,"Network localization of heterogeneous neuroimaging findings."
2018,"Drug discovery today: no molecules required."
2018,"Differential expression profiles and functional analysis of plasma miRNAs associated with chronic myeloid leukemia phases."
2018,"Replication of Resting State-Task Network Correspondence and Novel Findings on Brain Network Activation During Task fMRI in the Human Connectome Project Study."
2018,"The Dark Side of Information Proliferation."
2018,"To Read More Papers, or to Read Papers Better? A Crucial Point for the Reproducibility Crisis."
2018,"Assessing the Reliability of the CAMS Rating Scale Using a Generalizability Study."
2018,"The crisis in replicability."
2018,"Transformation-induced stress at telomeres is counteracted through changes in the telomeric proteome including SAMHD1."
2018,"Measuring non-technical skills of anaesthesiologists in the operating room: a systematic review of assessment tools and their measurement properties."
2018,"ON EXACTITUDE IN SCIENCE: A MAP OF THE EMPIRE THE SIZE OF THE EMPIRE."
2018,"Is it possible to overcome issues of external validity in preclinical animal research? Why most animal models are bound to fail."
2018,"Cross-cultural research projects as an effective solution for the replication crisis in psychology and psychiatry."
2018,"Neurotrauma as a big-data problem."
2018,"Development and Pilot Testing of a Context-Relevant Safe Anesthesia Checklist for Cesarean Delivery in East Africa."
2018,"Replicability or reproducibility? On the replication crisis in computational neuroscience and sharing only relevant detail."
2018,"Editorial: Data repositories, registries, and standards in the search for valid and reproducible biomarkers."
2018,"Validation of deep-learning-based triage and acuity score using a large national dataset."
2018,"Insall-Salvati ratio stabilizes one year after mobile-bearing total knee arthroplasty and does not correlate with mid-to-long-term clinical outcomes."
2018,"The misattribution of emotions and the error-related negativity: A registered report."
2018,"Finding Wealth in Waste: Irreplicability Re-Examined."
2018,"Measuring the teamwork performance of teams in crisis situations: a systematic review of assessment tools and their measurement properties."
2018,"Practical tools and strategies for researchers to increase replicability."
2018,"Big Data. A briefing."
2018,"Redefine or justify? Comments on the alpha debate."
2018,"Examining the Roles of H3K4 Methylation States with Systematically Characterized Antibodies."
2018,"Accounting for stimulus and participant effects in event-related potential analyses to increase the replicability of studies."
2018,"Simple changes of individual studies can improve the reproducibility of the biomedical scientific process as a whole."
2018,"The Crisis of Reproducibility, the Denominator Problem and the Scientific Role of Multi-scale Modeling."
NA,NA
2018,"Assessing Sexual Orientation Symptoms in Obsessive-Compulsive Disorder: Development and Validation of the Sexual Orientation Obsessions and Reactions Test (SORT)."
2018,"Statistical mistakes and how to avoid them - lessons learned from the reproducibility crisis."
2018,"How to Do a Systematic Review: A Best Practice Guide for Conducting and Reporting Narrative Reviews, Meta-Analyses, and Meta-Syntheses."
2018,"Assessment tools of immediate risk of self-harm and suicide in children and young people: A scoping review."
2018,"Expanding the CONSORT Figure: Increasing Transparency in Reporting on External Validity."
2018,"Building an Open Science Framework to Model Soil Organic Carbon."
2018,"A Guide to Reproducibility in Preclinical Research."
2018,"The Road to Uncreative Science Is Paved With Good Intentions: Ideas, Implementations, and Uneasy Balances."
2018,"Implications of the Credibility Revolution for Productivity, Creativity, and Progress."
2018,"Getting personal with the ""reproducibility crisis"": interviews in the animal research community."
2018,"P-Value, Confidence Intervals, and Statistical Inference: A New Dataset of Misinterpretation."
2018,"Refining value-at-risk estimates using a Bayesian Markov-switching GJR-GARCH copula-EVT model."
2018,"Interobserver concordance of assessments of dysplasia and blast counts for the diagnosis of patients with cytopenia: From the Japanese central review study."
2018,"Validation of the WHO-defined 20% circulating blasts threshold for diagnosis of leukemic transformation in primary myelofibrosis."
2018,"Identifying and Overcoming Threats to Reproducibility, Replicability, Robustness, and Generalizability in Microbiome Research."
2018,"Medical journals should embrace preprints to address the reproducibility crisis."
2018,"The ""Reproducibility Crisis:"" Might the Methods Used Frequently in Behavior-Analysis Research Help?"
2018,"ProvCaRe Semantic Provenance Knowledgebase: Evaluating Scientific Reproducibility of Research Studies."
2018,"The replication crisis in epidemiology: snowball, snow job, or winter solstice?"
2018,"Managing the 1920s' Chilean educational crisis: A historical view combined with machine learning."
2018,"Special Editorial: Open science and the Journal of Child Psychology & Psychiatry - next steps?"
2018,"Vaccinia-based vaccines to biothreat and emerging viruses."
2018,"Perceived crisis and reforms: Issues, explanations, and remedies."
2018,"Muscle tensions merge to cause a DNA replication crisis."
2018,"The path to VICTORy - a beginner's guide to success using commercial research antibodies."
2018,"Replications Everywhere: Why the replication crisis might be less severe than it seems at first."
2018,"Hypothesis-Testing Demands Trustworthy Data-A Simulation Approach to Inferential Statistics Advocating the Research Program Strategy."
2018,"Nutrient Stress Small-Molecule Screening Platform for Escherichia coli."
2018,"A CRISPR-Cas9-Based Toolkit for Fast and Precise In Vivo Genetic Engineering of Bacillus subtilis Phages."
2018,"Invited review: Reproducible research from noisy data: Revisiting key statistical principles for the animal sciences."
2018,"RPtag as an Orally Bioavailable, Hyperstable Epitope Tag and Generalizable Protein Binding Scaffold."
2018,"Strategies to Avoid Replication Failure With Evidence-Based Prevention Interventions: Case Examples From the Strengthening Families Program."
2018,"Advanced Good Cell Culture Practice for human primary, stem cell-derived and organoid models as well as microphysiological systems."
2018,"Reproducibility crisis in science or unrealistic expectations?"
2018,"The preprint debate: What are the issues?"
2018,"Does health informatics have a replication crisis?"
2018,"Is Implicit Theory of Mind a Real and Robust Phenomenon? Results From a Systematic Replication Study."
2018,"Identity Crisis - Rigor and Reproducibility in Human Cell Lines."
2018,"Randomly auditing research labs could be an affordable way to improve research quality: A simulation study."
2018,"Statistical reporting inconsistencies in experimental philosophy."
2018,"A toolbox of immunoprecipitation-grade monoclonal antibodies to human transcription factors."
2018,"Analysis of fentanyl analogs and novel synthetic opioids in blood, serum/plasma, and urine in forensic casework."
2018,"Ensuring reproducibility and ethics in animal experiments reporting in Korea using the ARRIVE guideline."
2018,"A Multidimensional Theory of Suicide."
2018,"Why all randomised controlled trials produce biased results."
2018,"Scientific productivity: An exploratory study of metrics and incentives."
2018,"Construct and criterion validity testing of the Non-Technical Skills for Surgeons (NOTSS) behaviour assessment tool using videos of simulated operations."
2018,"Assessing scientists for hiring, promotion, and tenure."
2018,"A psychosocial assessment and management tool for children and youth in crisis."
2018,"A note on Type S/M errors in hypothesis testing."
2018,"Genes, Proteins, and Biological Pathways Preventing Chromothripsis."
2018,"Small is beautiful: In defense of the small-N design."
2018,"Filoviruses: Ecology, Molecular Biology, and Evolution."
2018,"Psychometric proprieties of the Child Health Questionnaire in an Arabic-speaking context: A multi-trait and multi-sample study."
2018,"Raising Awareness for the Replication Crisis in Clinical Psychology by Focusing on Inconsistencies in Psychotherapy Research: How Much Can We Rely on Published Findings from Efficacy Trials?"
2018,"Opinion: Is science really facing a reproducibility crisis, and do we need it to?"
2018,"Potential Application of Digitally Linked Tuberculosis Diagnostics for Real-Time Surveillance of Drug-Resistant Tuberculosis Transmission: Validation and Analysis of Test Results."
2018,"Reproducibility and replicability in zebrafish behavioral neuroscience research."
2018,"A lost opportunity for science: journals promote data sharing in metabolomics but do not enforce it."
2018,"Twenty-Five Years of Lamivudine: Current and Future Use for the Treatment of HIV-1 Infection."
2018,"Artificial intelligence faces reproducibility crisis."
2018,"Exploratory and Confirmatory Analyses in Sentence Processing: A Case Study of Number Interference in German."
2018,"Modelling science trustworthiness under publish or perish pressure."
2018,"Beyond 'significance': principles and practice of the Analysis of Credibility."
2018,"Defeat and entrapment: more than meets the eye? Applying network analysis to estimate dimensions of highly correlated constructs."
2018,"Telomeres: Implications for Cancer Development."
2018,"Experimenter gender and replicability in science."
2018,"Building capacity to encourage research reproducibility and #MakeResearchTrue."
2018,"Genotypic variability enhances the reproducibility of an ecological study."
2018,"Psychology, Science, and Knowledge Construction: Broadening Perspectives from the Replication Crisis."
2018,"Systematic heterogenization for better reproducibility in animal experimentation."
2018,"Contributing to Overall Life Satisfaction: Personality Traits Versus Life Satisfaction Variables Revisited-Is Replication Impossible?"
2017,"Performance qualification for reproducible Surface Plasmon Resonance analysis."
2017,"APA/Psi Chi Edwin B. Newman Graduate Research Award: Samantha F. Anderson."
2017,"A three year study of metal levels in skin biopsies of whales in the Gulf of Mexico after the Deepwater Horizon oil crisis."
2017,"How often should we expect to be wrong? Statistical power, P values, and the expected prevalence of false discoveries."
2017,"Inbred or Outbred? Genetic Diversity in Laboratory Rodent Colonies."
2017,"Human Parvovirus B19 Utilizes Cellular DNA Replication Machinery for Viral DNA Replication."
2017,"Grand Challenges for Personality and Social Psychology: Moving beyond the Replication Crisis."
2017,"Implicit Theory of Mind - An overview of current replications and non-replications."
2017,"Fact or fiction: reducing the proportion and impact of false positives."
2017,"From Discovery to Justification: Outline of an Ideal Research Program in Empirical Psychology."
2017,"Lacking quality in research: Is behavioral neuroscience affected more than other areas of biomedical science?"
2017,"The Measurement and Role of Ecological Resilience Systems Theory Across Domain-Specific Outcomes: The Domain-Specific Resilient Systems Scales."
2017,"Relationship Between Viremia and Specific Organ Damage in Ebola Patients: A Cohort Study."
2017,"It's Time to Broaden the Replicability Conversation: Thoughts for and From Clinical Psychological Science."
2017,"Alternative Lengthening of Telomeres: DNA Repair Pathways Converge."
2017,"The RAPIDD ebola forecasting challenge: Synthesis and lessons learnt."
2017,"Ethical and Legal Implications of the Methodological Crisis in Neuroimaging."
2017,"Caring about Power Analyses."
2017,"[Statistics at the time of the crisis]."
2017,"The Failure of Null Hypothesis Significance Testing When Studying Incremental Changes, and What to Do About It."
2017,"Reliability of EEG Measures of Interaction: A Paradigm Shift Is Needed to Fight the Reproducibility Crisis."
2017,"The science reproducibility crisis and the necessity to publish negative results."
2017,"Moving Forward: Challenges and Directions for Psychopathological Network Theory and Methodology."
2017,"Why statistical inference from clinical trials is likely to generate false and irreproducible results."
2017,"When Null Hypothesis Significance Testing Is Unsuitable for Research: A Reassessment."
2017,"The reproducibility ""crisis"": Reaction to replication crisis should not stifle innovation."
2017,"[Psychotherapeutic interventions for suicidal adolescents – a systematic review of the current literature]."
2017,"An overview of forensic drug testing methods and their suitability for harm reduction point-of-care services."
2017,"Participant Nonnaiveté and the reproducibility of cognitive psychology."
2017,"Sepsis reconsidered: Identifying novel metrics for behavioral landscape characterization with a high-performance computing implementation of an agent-based model."
2017,"Going in Many Right Directions, All at Once."
2017,"Psychology's Replication Crisis and the Grant Culture: Righting the Ship."
2017,"The ABCs of finding a good antibody: How to find a good antibody, validate it, and publish meaningful data."
2017,"Evaluation of a Simpler Tool to Assess Nontechnical Skills During Simulated Critical Events."
2017,"Investigating reproducibility and tracking provenance - A genomic workflow case study."
2017,"The earth is flat (p > 0.05): significance thresholds and the crisis of unreplicable research."
2017,"Commentary: Reproducibility in Psychological Science: When Do Psychological Phenomena Exist?"
2017,"Errors in data interpretation from genetic variation of human analytes."
2017,"Validity evidence of non-technical skills assessment instruments in simulated anaesthesia crisis management."
2017,"Simulation-based Assessment of the Management of Critical Events by Board-certified Anesthesiologists."
2017,"The replacement of assertive outreach services by reinforcing local community teams: a replication study reporting comparative outcomes and patient reported experience."
2017,"Confidence crisis of results in biomechanics research."
2017,"Translational pain assessment: could natural animal models be the missing link?"
2017,"Big Data, Small Sample."
2017,"ERK1/2 signaling mediated naringin-induced osteogenic differentiation of immortalized human periodontal ligament stem cells."
2017,"The HEADS-ED: Evaluating the Clinical Use of a Brief, Action-Oriented, Pediatric Mental Health Screening Tool."
2017,"Psychometric characteristics of the mental health crisis assessment scale in youth with autism spectrum disorder."
2017,"Sexual orientation differences in treatment expectation, alliance, and outcome among patients at risk for suicide in a public psychiatric hospital."
2017,"A critical evaluation of the current ""p-value controversy""."
2017,"Crisis checklists for in-hospital emergencies: expert consensus, simulation testing and recommendations for a template determined by a multi-institutional and multi-disciplinary learning collaborative."
2017,"Challenging Authority During an Emergency-the Effect of a Teaching Intervention."
2017,"Challenges to Ego-Depletion Research Go beyond the Replication Crisis: A Need for Tackling the Conceptual Crisis."
2017,"The credibility crisis in research: Can economics tools help?"
2017,"Bayesian data analysis for newcomers."
2017,"The (non-)replicability of regulatory resource depletion: A field report employing non-invasive brain stimulation."
2017,"The challenges with the validation of research antibodies."
2017,"Malaria overdiagnosis and subsequent overconsumption of antimalarial drugs in Angola: Consequences and effects on human health."
2017,"Introducing Therioepistemology: the study of how knowledge is gained from animal research."
2017,"A patient called Medical Research."
2017,"Allen Newell's Program of Research: The Video-Game Test."
2017,"Addressing the ""Replication Crisis"": Using Original Studies to Design Replication Studies with Appropriate Statistical Power."
2017,"""Omics""-Informed Drug and Biomarker Discovery: Opportunities, Challenges and Future Perspectives."
2017,"Female fecundity variation affects reproducibility of experiments on host plant preference and acceptance in a phytophagous insect."
2017,"The probability of probability and research truths."
2017,"Measurement error and the replication crisis."
2017,"Relevant aspects of imaging in the diagnosis and management of gout."
2017,"Patent Law's Reproducibility Paradox."
2017,"Telomeres in cancer: tumour suppression and genome instability."
2017,"Unobtrusive and Wearable Systems for Automatic Dietary Monitoring."
2017,"[Formula: see text]The statistical crisis in science: how is it relevant to clinical neuropsychology?"
2017,"DNA replication proteins as potential targets for antimicrobials in drug-resistant bacterial pathogens."
2017,"Detection of Viral RNA in Tissues following Plasma Clearance from an Ebola Virus Infected Patient."
2017,"Peculiarities of Yeasts and Human Telomerase RNAs Processing."
2017,"Trombones Elicit Bitter More Strongly Than Do Clarinets: a Partial Replication of Three Studies of Crisinel and Spence."
2016,"Robust planning of sanitation services in urban informal settlements: An analytical framework."
2016,"Do Student Samples Provide an Accurate Estimate of the General Public?"
2016,"[Reliability of biomedical research.]"
2016,"Publication bias and the canonization of false facts."
2016,"Can the behavioral sciences self-correct? A social epistemic study."
2016,"Development of a measure of model fidelity for mental health Crisis Resolution Teams."
2016,"EMPOWERING MULTI-COHORT GENE EXPRESSION ANALYSIS TO INCREASE REPRODUCIBILITY."
2016,"Cytoarchitecture of Zika virus infection in human neuroblastoma and Aedes albopictus cell lines."
2016,"Development and Validation of the Gatekeeper Behavior Scale."
2016,"Persistent threats to validity in single-group interrupted time series analysis with a cross over design."
2016,"The impact of fraudulent and irreproducible data to the translational research crisis - solutions and implementation."
2016,"The next step in translational research: lessons learned from the first preclinical randomized controlled trial."
2016,"Integrated Computational Approach for Virtual Hit Identification against Ebola Viral Proteins VP35 and VP40."
2016,"[On-site detection of bioterrorism-relevant agents : Rapid detection methods for viruses, bacteria and toxins - capabilities and limitations]."
2016,"A 13-year time trend analysis of 3724 small bowel video capsule endoscopies and a forecast model during the financial crisis in Greece."
2016,"A Tutorial on Hunting Statistical Significance by Chasing N."
2016,"Prediction of suicidal behavior in high risk psychiatric patients using an assessment of acute suicidal state: The suicide crisis inventory."
2016,"Never Waste a Good Crisis: Confronting Reproducibility in Translational Research."
2016,"Toxicology and the reproducibility crisis: Scientific publishing, hazard assessment and risk characterization."
2016,"Venerable brain-cancer cell line faces identity crisis."
